stimuli;trialType;blockTrial;blockNum
NA;1;1;7
NA;1;2;7
NA;1;3;7
NA;1;4;7
NA;1;5;7
NA;1;6;7
NA;1;7;7
NA;1;8;7
NA;1;9;7
NA;2;10;7
TP;5;11;7
NA;1;12;7
NA;1;13;7
NA;2;14;7
NA;1;15;7
NA;1;16;7
NA;2;17;7
NA;1;18;7
NA;1;19;7
NA;1;20;7
NA;1;21;7
NA;1;22;7
NA;1;23;7
NA;1;24;7
NA;1;25;7
NA;1;26;7
NA;1;27;7
NA;1;28;7
NA;1;29;7
NA;1;30;7
NA;1;31;7
NA;2;32;7
TP;5;33;7
NA;1;34;7
NA;1;35;7
NA;1;36;7
NA;2;37;7
TP;5;38;7
NA;1;39;7
NA;1;40;7
NA;1;41;7
NA;1;42;7
NA;1;43;7
NA;1;44;7
NA;1;45;7
NA;1;46;7
NA;1;47;7
NA;1;48;7
NA;1;49;7
NA;1;50;7
NA;1;51;7
NA;2;52;7
TP;5;53;7
NA;1;54;7
NA;1;55;7
NA;2;56;7
NA;1;57;7
NA;1;58;7
NA;2;59;7
NA;1;60;7
NA;1;61;7
NA;1;62;7
NA;1;63;7
NA;1;64;7
NA;1;65;7
NA;1;66;7
NA;1;67;7
NA;1;68;7
NA;1;69;7
NA;1;70;7
NA;1;71;7
NA;1;72;7
NA;1;73;7
NA;2;74;7
TP;5;75;7
NA;1;76;7
NA;1;77;7
NA;1;78;7
NA;2;79;7
TP;5;80;7
NA;1;81;7
NA;1;82;7
NA;1;83;7
NA;1;84;7
