stimuli;trialType;blockTrial;blockNum
NA;1;1;5
NA;1;2;5
NA;1;3;5
NA;1;4;5
NA;1;5;5
NA;1;6;5
NA;2;7;5
TP;5;8;5
NA;1;9;5
NA;1;10;5
NA;1;11;5
NA;1;12;5
NA;1;13;5
NA;1;14;5
NA;1;15;5
NA;1;16;5
NA;1;17;5
NA;1;18;5
NA;1;19;5
NA;1;20;5
NA;1;21;5
NA;1;22;5
NA;1;23;5
NA;1;24;5
NA;2;25;5
TP;5;26;5
NA;1;27;5
NA;1;28;5
NA;1;29;5
NA;1;30;5
NA;1;31;5
NA;1;32;5
NA;2;33;5
TP;5;34;5
NA;1;35;5
NA;1;36;5
NA;2;37;5
NA;1;38;5
NA;2;39;5
NA;1;40;5
NA;1;41;5
NA;1;42;5
NA;1;43;5
NA;1;44;5
NA;1;45;5
NA;1;46;5
NA;1;47;5
NA;1;48;5
NA;2;49;5
TP;5;50;5
NA;1;51;5
NA;1;52;5
NA;1;53;5
NA;1;54;5
NA;1;55;5
NA;1;56;5
NA;1;57;5
NA;1;58;5
NA;1;59;5
NA;1;60;5
NA;1;61;5
NA;1;62;5
NA;1;63;5
NA;1;64;5
NA;1;65;5
NA;1;66;5
NA;2;67;5
TP;5;68;5
NA;1;69;5
NA;1;70;5
NA;1;71;5
NA;1;72;5
NA;1;73;5
NA;1;74;5
NA;2;75;5
TP;5;76;5
NA;1;77;5
NA;1;78;5
NA;2;79;5
NA;1;80;5
NA;2;81;5
NA;1;82;5
NA;1;83;5
NA;1;84;5
