expName, 'EDFfile', date, subjID, subjNum, blockNum, trialNo, trialType, goResp, RT, tpResp, tpRT, stickyResp, stickyRT, temporalResp, temporalRT, valenceResp, valenceRT
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,589,1,m,0.27400302887,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,590,1,m,0.262455224991,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,591,1,m,0.273201942444,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,592,1,m,0.27706694603,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,593,1,m,0.325878143311,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,594,1,m,0.320335149765,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,595,1,m,0.249443054199,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,596,1,m,0.334653139114,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,597,1,m,0.423643827438,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,598,1,m,0.269454956055,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,599,1,m,0.263855934143,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1356,testEm,901,8,600,1,m,0.320264101028,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,601,1,m,0.354209184647,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,602,1,m,0.249789953232,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,603,1,m,0.295208930969,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,604,2,m,0.188221931458,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,605,5,NA,NA,3,1.23339009285,2,1.24949908257, 2, 1.3098359108, 19, 3.49450206757
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,606,1,m,0.32427406311,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,607,1,m,0.364289999008,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,608,1,m,0.320620059967,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,609,1,m,0.262942075729,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,610,1,m,0.250662088394,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,611,2,m,0.320513010025,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,612,1,m,0.348509073257,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,613,1,m,0.362648010254,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,614,1,m,0.476683139801,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,615,1,m,0.531454086304,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,616,2,0,NA,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,617,5,NA,NA,2,1.16763496399,1,1.30628991127, 3, 1.43006801605, 77, 3.3365418911
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,618,1,m,0.48210310936,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,619,1,m,0.362133979797,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,620,1,m,0.423334121704,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,621,1,m,0.385271072388,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,622,1,m,0.558066129684,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1357,testEm,901,8,623,1,m,0.348874807358,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,624,1,m,0.405378103256,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,625,1,m,0.320400953293,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,626,2,m,0.273375988007,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,627,5,NA,NA,2,1.09342217445,1,1.22526502609, 2, 1.33769917488, 57, 3.77752709389
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,628,1,m,0.29616189003,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,629,2,m,0.329425096512,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,630,1,m,0.273248910904,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,631,1,m,0.242990970612,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,632,1,m,0.431488990784,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,633,1,m,0.493459939957,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,634,1,m,0.284076929092,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,635,1,m,0.343759059906,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,636,1,m,0.396836042404,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,637,1,m,0.29177904129,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,638,1,m,0.386782169342,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,639,1,m,0.384219169617,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,640,1,m,0.324530124664,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,641,1,m,0.283915042877,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1358,testEm,901,8,642,1,m,0.252987146378,NA,NA,NA,NA, NA, NA, NA, NA
