expName, 'EDFfile', date, subjID, subjNum, blockNum, trialNo, trialType, goResp, RT, tpResp, tpRT, stickyResp, stickyRT, temporalResp, temporalRT, valenceResp, valenceRT
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,169,1,m,3.41959095001,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,170,1,m,0.528052091599,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,171,1,m,0.455785036087,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,172,1,m,0.327343940735,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,173,1,m,0.278213024139,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,174,1,m,0.293007135391,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,175,1,m,0.320089817047,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,176,2,0,NA,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,177,5,NA,NA,2,7.59842181206,4,9.5201818943, 3, 10.738134861, 67, 12.8618628979
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,178,1,m,0.535970926285,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,179,1,m,0.390022039413,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,180,1,m,0.355247020721,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,181,1,m,0.557848930359,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,182,2,0,NA,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,183,1,m,0.427443981171,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,184,1,m,0.465136051178,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,185,1,m,0.454818964005,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,186,1,m,0.375007867813,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1336,testEm,901,3,187,1,m,0.425168991089,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1337,testEm,901,3,188,1,m,0.475332975388,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1337,testEm,901,3,189,1,m,0.357180833817,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1337,testEm,901,3,190,1,m,0.320414066315,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1337,testEm,901,3,191,1,m,0.269733905792,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1337,testEm,901,3,192,1,m,0.267941951752,NA,NA,NA,NA, NA, NA, NA, NA
