expName, 'EDFfile', date, subjID, subjNum, blockNum, trialNo, trialType, goResp, RT, tpResp, tpRT, stickyResp, stickyRT, temporalResp, temporalRT, valenceResp, valenceRT
SARTmathanja,SART901.EDF,2018_Apr_23_1352,testEm,901,7,505,1,m,0.427328109741,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1352,testEm,901,7,506,1,m,0.377466917038,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1352,testEm,901,7,507,1,m,0.435343027115,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1352,testEm,901,7,508,1,m,0.412478923798,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,509,1,m,0.37059879303,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,510,1,m,0.35977101326,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,511,1,m,0.320019006729,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,512,1,m,0.371813058853,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,513,1,m,0.416273832321,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,514,2,m,0.652987957001,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,515,5,NA,NA,2,1.51996684074,2,1.70398879051, 3, 1.85474491119, 57, 5.43062996864
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,516,1,m,0.412050008774,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,517,1,m,0.413619041443,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,518,2,m,0.320441007614,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,519,1,0,NA,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,520,1,m,0.409120082855,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,521,2,0,NA,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,522,1,m,0.413466930389,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,523,1,0,NA,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,524,1,m,0.453615903854,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,525,1,m,0.562160968781,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,526,1,m,0.431972980499,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1353,testEm,901,7,527,1,m,0.398539066315,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,528,1,m,0.363963127136,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,529,1,m,0.506184101105,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,530,1,m,0.543308973312,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,531,1,m,0.339653015137,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,532,1,m,0.474956035614,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,533,1,m,0.388324975967,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,534,1,m,0.364743947983,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,535,1,m,0.392719984055,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,536,2,m,0.328891038895,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,537,5,NA,NA,3,1.34323596954,2,1.37166810036, 1, 1.475014925, 69, 3.64842104912
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,538,1,m,0.29976606369,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,539,1,m,0.320089101791,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,540,1,m,0.365233898163,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,541,2,0,NA,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,542,5,NA,NA,2,1.29882311821,3,1.60231614113, 1, 1.73063707352, 75, 3.92137217522
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,543,1,m,0.520154953003,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1354,testEm,901,7,544,1,m,0.367547988892,NA,NA,NA,NA, NA, NA, NA, NA
