expName, 'EDFfile', date, subjID, subjNum, blockNum, trialNo, trialType, goResp, RT, tpResp, tpRT, stickyResp, stickyRT, temporalResp, temporalRT, valenceResp, valenceRT
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,421,1,m,0.790370941162,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,422,1,m,0.587164163589,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,423,1,m,0.561121940613,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,424,1,m,0.667550086975,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,425,1,m,0.580919027328,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,426,1,m,0.590626001358,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,427,1,m,0.687252998352,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,428,2,0,NA,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,429,5,NA,NA,2,1.48278188705,3,1.53325796127, 2, 1.66115999222, 69, 3.75376987457
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,430,1,m,0.440021038055,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,431,1,m,0.373007059097,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,432,1,m,0.392580986023,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,433,1,m,0.349417924881,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1348,testEm,901,6,434,2,m,0.346158981323,NA,NA,NA,NA, NA, NA, NA, NA
