expName, 'EDFfile', date, subjID, subjNum, blockNum, trialNo, trialType, goResp, RT, tpResp, tpRT, stickyResp, stickyRT, temporalResp, temporalRT, valenceResp, valenceRT
SARTmathanja,SART901.EDF,2018_Apr_23_1339,testEm,901,4,253,1,m,0.423211812973,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,254,1,m,0.320318937302,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,255,1,m,0.379499912262,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,256,1,m,0.497045993805,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,257,1,m,0.405318021774,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,258,1,m,0.418324947357,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,259,2,m,0.377430915833,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,260,5,NA,NA,3,1.9673409462,2,3.12792801857, 3, 3.72815394402, 62, 6.62485790253
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,261,1,m,0.426908969879,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,262,1,m,0.340208053589,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,263,1,m,0.320300102234,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,264,1,m,0.573412179947,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,265,1,m,0.440052986145,NA,NA,NA,NA, NA, NA, NA, NA
SARTmathanja,SART901.EDF,2018_Apr_23_1340,testEm,901,4,266,1,m,0.404903888702,NA,NA,NA,NA, NA, NA, NA, NA
